feature,importance
PULocationID_idx,0.01752307937238792
DOLocationID_idx,0.08965545457961262
payment_type_idx,0.005123365650444573
pickup_hour,0.014197633783641365
is_weekend,1.1473808547241072E-4
passenger_count,0.008293013446850775
trip_duration,0.2917067550485694
trip_distance,0.43583329575511776
RatecodeID,0.1375526642779032
